1,5
2,1
3,2
4,8
5,8
6,6
7,7
8,5
9,3
10,8
11,5
12,4
13,9
14,5
15,1
16,8
17,9
18,0
19,5
20,0
21,5
22,0
23,4
24,5
25,6
26,9
27,0
28,1
29,8
30,9
31,5
32,0
33,9
34,9
35,1
36,5
37,4
38,1
39,9
40,5
41,9
42,1
43,8
44,0
45,9
46,1
47,1
48,0
49,1
50,9
51,5
52,0
53,1
54,1
55,5
56,5
57,8
58,1
59,0
60,7
61,9
62,1
63,4
64,1
65,6
66,8
67,3
68,9
69,9
70,5
71,4
72,1
73,9
74,5
75,4
76,1
77,1
78,6
79,9
80,1
81,4
82,1
83,1
84,9
85,1
86,9
87,1
88,5
89,0
90,1
91,0
92,4
93,9
94,5
95,9
96,0
97,1
98,0
99,2
100,0
101,4
102,0
103,0
104,8
105,1
106,9
107,1
108,9
109,1
110,0
111,8
112,8
113,8
114,8
115,9
116,1
117,1
118,1
119,5
120,9
121,1
122,1
123,9
124,1
125,0
126,1
127,8
128,9
129,3
130,9
131,0
132,0
133,1
134,9
135,9
136,9
137,8
138,9
139,4
140,5
141,9
142,4
143,9
144,1
145,4
146,1
147,9
148,5
149,2
150,5
151,5
152,9
153,9
154,9
155,9
156,5
157,0
158,0
159,0
160,4
161,8
162,8
163,4
164,2
165,2
166,5
167,1
168,0
169,8
170,1
171,0
172,8
173,0
174,1
175,8
176,8
177,9
178,8
179,8
180,9
181,4
182,9
183,9
184,9
185,1
186,1
187,8
188,6
189,1
190,9
191,8
192,4
193,9
194,2
195,0
196,4
197,1
198,9
199,9
200,8
201,4
202,5
203,8
204,4
205,6
206,6
207,0
208,1
209,1
210,5
211,1
212,0
213,1
214,4
215,0
216,8
217,1
218,9
219,1
220,1
221,9
222,5
223,1
224,5
225,5
226,1
227,1
228,1
229,0
230,8
231,6
232,0
233,1
234,9
235,6
236,5
237,1
238,1
239,0
240,9
241,8
242,1
243,4
244,6
245,1
246,5
247,9
248,9
249,2
250,8
251,9
252,8
253,2
254,0
255,4
256,9
257,8
258,9
259,0
260,0
261,9
262,9
263,3
264,9
265,0
266,1
267,4
268,1
269,9
270,0
271,1
272,8
273,5
274,1
275,4
276,0
277,7
278,9
279,9
280,9
281,9
282,0
283,0
284,1
285,1
286,9
287,3
288,6
289,5
290,6
291,8
292,0
293,9
294,5
295,8
296,9
297,1
298,8
299,5
300,5
301,9
302,3
303,1
304,0
305,9
306,4
307,9
308,4
309,9
310,5
311,5
312,1
313,0
314,0
315,4
316,0
317,1
318,4
319,1
320,2
321,9
322,1
323,3
324,3
325,9
326,1
327,7
328,9
329,5
330,0
331,5
332,9
333,2
334,5
335,1
336,1
337,1
338,8
339,5
340,9
341,9
342,8
343,8
344,1
345,6
346,1
347,5
348,0
349,0
350,5
351,1
352,0
353,9
354,8
355,4
356,1
357,4
358,8
359,8
360,9
361,1
362,5
363,6
364,2
365,1
366,9
367,0
368,1
369,4
370,1
371,0
372,8
373,1
374,9
375,2
376,4
377,1
378,4
379,9
380,8
381,5
382,0
383,1
384,0
385,1
386,1
387,9
388,5
389,9
390,6
391,9
392,9
393,8
394,9
395,1
396,8
397,1
398,4
399,7
400,5
401,1
402,8
403,1
404,8
405,2
406,1
407,1
408,4
409,4
410,9
411,9
412,5
413,1
414,6
415,1
416,9
417,0
418,7
419,9
420,0
421,5
422,7
423,1
424,6
425,9
426,9
427,5
428,2
429,9
430,1
431,1
432,6
433,8
434,9
435,1
436,1
437,0
438,5
439,1
440,9
441,0
442,1
443,1
444,4
445,4
446,4
447,8
448,5
449,5
450,1
451,3
452,3
453,1
454,8
455,9
456,0
457,6
458,9
459,8
460,9
461,8
462,1
463,0
464,1
465,1
466,8
467,0
468,8
469,1
470,4
471,9
472,1
