1,49 
2,37
3,41 
4,11 
5,6 
6,10 
7,23
8,18
9,11 
10,1 
11,11 
12,25
13,17 
14,32
15,10 
16,23 
17,7
18,46 
19,23
20,40
21,26
22,41 
23,28
24,5
25,18
26,35 
27,37 
28,44
29,50 
30,14
31,13
32,50
33,39 
34,30 
35,42 
36,26
37,5 
38,16
39,21 
40,49 
41,11 
42,6 
43,47
44,20 
45,21
46,15
47,24
48,4
49,7 
50,37
51,34
52,11 
53,7
54,10 
55,18 
56,44
57,25 
58,42 
59,42
60,30
61,10 
62,0 
63,36 
64,0 
65,7
66,23
67,41 
68,11 
69,12 
70,14
71,43
72,32 
73,2
74,23 
75,21
76,45
77,29 
78,41 
79,48 
80,15
81,48 
82,0
83,8 
84,45
85,29 
86,49 
87,27
88,5 
89,40 
90,6 
91,26
92,27
93,40
94,19
95,33 
96,2 
97,9 
98,30 
99,39 
100,19
101,5 
102,25 
103,26 
104,9
105,27
106,28
107,41 
108,26
109,5 
110,50
111,45
112,27 
113,28
114,43 
115,4
116,0 
117,6 
118,10 
119,12
120,36
121,31 
122,13
123,20
124,32 
125,45
126,12
127,43
128,43
129,50 
130,48 
131,35 
132,18
133,25 
134,50 
135,18
136,9
137,23
138,19 
139,5 
140,48 
141,14
142,18
143,43
144,28
145,48
146,32 
147,23 
148,40 
149,25 
150,42 
151,1
152,42
153,8 
154,14
155,0 
156,5 
157,17 
158,50 
159,21 
160,11 
161,36
162,42 
163,2 
164,1
165,50
166,27
167,48
168,35 
169,27
170,10
171,2 
172,19 
173,23 
174,46 
175,43
176,9 
177,21
178,8 
179,0
180,6 
181,20 
182,12
183,27
184,2
185,38
186,46 
187,34 
188,5 
189,47
190,14 
191,2
192,0 
193,19 
194,31 
195,35 
196,13
197,6
198,22
199,1 
200,35 
201,10
202,34
203,6 
204,20
205,33
206,19 
207,26
208,45
209,14
210,4
211,44
212,5 
213,4
214,29 
215,5 
216,6
217,30
218,23
219,28
220,48 
221,2
222,22
223,8 
224,4 
225,31
226,40
227,3 
228,22
229,34
230,36
231,29
232,41 
233,40 
234,47
235,35 
236,33 
237,29 
238,33 
239,27
240,39
241,11
242,42
243,2
244,33 
245,30 
246,36
247,28
248,44 
249,27
250,3
251,5 
252,20 
253,44
254,0 
255,25
256,2
257,48 
258,39
259,49
260,9 
261,17 
262,46
263,20
264,33 
265,7
266,41
267,12
268,2
269,19 
270,17 
271,49 
272,42
273,16 
274,39
275,24 
276,11 
277,2
278,8 
279,44
280,37
281,28
282,35
283,41 
284,39
285,49 
286,43
287,35 
288,1 
289,4
290,4
291,34
292,7
293,10 
294,27
295,25
296,25 
297,4 
298,44
299,26
300,49 
301,42 
302,5
303,16 
304,26 
305,26
306,0
307,48 
308,39
309,5 
310,36 
311,1
312,40 
313,11 
314,12 
315,23
316,41
317,5 
318,12 
319,39 
320,2 
321,26
322,0 
323,47
324,50
325,0 
326,36
327,43
328,47
329,4
330,7 
331,35 
332,13 
333,28
334,45
335,43 
336,27
337,40 
338,45
339,49 
340,2
341,46 
342,3 
343,45
344,34
345,6 
346,34
347,16
348,8 
349,47
350,11 
351,41
352,3 
353,37
354,48
355,45
356,40 
357,31
358,8 
359,39
360,21 
361,12 
362,48 
363,15 
364,45
365,46 
366,15
367,8
368,34
369,0
370,15 
371,9 
372,6 
373,2 
374,19 
375,40
376,37 
377,21 
378,12
379,29 
380,34 
381,0 
382,14
383,10 
384,23
385,25
386,50
387,19 
388,10 
389,16
390,17 
391,10 
392,44 
393,5 
394,19
395,31
396,12 
397,16
398,11 
399,23 
400,34
401,9
402,4
403,46
404,42 
405,13
406,6 
407,17 
408,14 
409,12
410,32 
411,33 
412,41 
413,13
414,31
415,30
416,21
417,13
418,19 
419,15 
420,1
421,6 
422,27 
423,28
424,22
425,41 
426,12 
427,17 
428,15 
429,12
430,2
431,24
432,0 
433,2
434,18
435,19 
436,47
437,42
438,11 
439,14
440,25
441,2 
442,49
443,21 
444,4 
445,29 
446,34
447,35 
448,20 
449,41
450,5 
451,14
452,28
453,26 
454,25 
455,11 
456,33
457,16
458,34
459,14 
460,18
461,16
462,13
463,1 
464,1 
465,39 
466,3 
467,1
468,4
469,11 
470,43
471,43
472,21
473,46
474,27
475,6
476,2 
477,25
478,14
479,12 
480,33 
481,27
482,50 
483,30 
484,21
485,3
486,0 
487,23 
488,30
489,38
490,7
491,48
492,42
493,13 
494,43 
495,33
496,1
497,17 
498,8 
499,7
500,42 
501,11 
502,2
503,18
504,0
505,14 
506,42
507,16
508,48 
509,31
510,21 
511,40
512,42 
513,28
514,7
